Comment ID,Channel ID,Comment Create Timestamp,Price,Video ID,Comment Text
Ugw5cpHUAB_Ql1UI_jV4AaABAg,UCbClSOItOom1IT8ZLKnZYEA,2010-01-01T23:08:48+00:00,0,wXMGegXpeSU,"{""text"":""nike sb is getting more worse, and JB is coming back up. Nike sb had fat tounges to skinny tounge. Soft ankle padding to firm ankle padding. id rather skate old sbs than new ones \u003e_\u003e""}"
UgywHwI7XZAAS-B97LN4AaABAg,UCbClSOItOom1IT8ZLKnZYEA,2009-12-23T19:39:36+00:00,0,FYJznhpQers,"{""text"":""duude! lol. can you tell me why  you say golden swoosh like that? is it an inside thing or something? cause you said it on your red supreme blazer video""}"
Ugw4DRc1m4gSa70Evxd4AaABAg,UCbClSOItOom1IT8ZLKnZYEA,2009-12-22T05:26:26+00:00,0,29KNL1uLv_A,"{""text"":""CMON MAN. CLASSIC GAME, lol. And it is Ocarina of time for N64. real good game. jus actually hooked up my n64 like 2 days ago and started playing it again. GOOD JOB MAN""}"
Ugz0px9DLlI86Ybn5iN4AaABAg,UCbClSOItOom1IT8ZLKnZYEA,2009-12-21T21:50:56+00:00,0,E93Bz3jTLKc,"{""text"":""lol harsh""}"
UgykpBaoJexqesB7V5V4AaABAg,UCbClSOItOom1IT8ZLKnZYEA,2009-12-14T04:23:16+00:00,0,ZOCD_7spK1s,"{""text"":""25 bucks?! bro you gotta tell me the store hahaha""}"
UgxpRKb0oxFMHHlDVwJ4AaABAg,UCbClSOItOom1IT8ZLKnZYEA,2009-12-14T02:48:35+00:00,0,7W6SvJPlH70,"{""text"":""why does quality matter when its the same comfortableness jus askin haha""}"
UgwM7sXP8H0bE3oguAh4AaABAg,UCbClSOItOom1IT8ZLKnZYEA,2009-12-14T01:45:44+00:00,0,vjuBHV0hclw,"{""text"":""THEY LOOK REAL""}"
Ugy2CngPdFUrzii1nxt4AaABAg,UCbClSOItOom1IT8ZLKnZYEA,2009-12-12T05:18:47+00:00,0,l32VyHAD-l0,"{""text"":""hell yeah! true blue 3's 29 bucks...! noob. hahaha""}"
Ugz8cUEBzzPXWI_NGxR4AaABAg,UCbClSOItOom1IT8ZLKnZYEA,2009-11-20T00:44:17+00:00,0,oWXxtZW9xk8,"{""text"":""I understand the gucci theme, but why does the resn theme represent weed? Oh and nice review btw""}"
Ugw8w-vCju94X36FnPB4AaABAg,UCbClSOItOom1IT8ZLKnZYEA,2009-11-19T23:58:35+00:00,0,LvZSXAnSsu0,"{""text"":""My favorite line in this vid is 2:39 - 2:48 \n\""I don't know what they did to these soles, but its disgusting.\"" I LOVE IT HAHAHA""}"
UgwlV6zR-YZGdRrAgZR4AaABAg,UCbClSOItOom1IT8ZLKnZYEA,2009-11-18T02:10:07+00:00,0,JsW5wsw4M_M,"{""text"":""hahaha ok im like 11 (:""}"
UgwD3VpgOgDRXysBHrR4AaABAg,UCbClSOItOom1IT8ZLKnZYEA,2009-11-16T04:06:08+00:00,0,xIoSTbPt_PI,"{""text"":""fucking crazy. i thought this was a real performance with like quintuplets... haha but i found out that its one guy""}"
Ugw_MU7f6b2lsYgOR0F4AaABAg,UCbClSOItOom1IT8ZLKnZYEA,2009-11-16T02:45:51+00:00,0,mC92iSmEUB0,"{""text"":""WTF................... LIKE 30 PAIRS OF oGs""}"
Ugz2YkHwnF1BetTPVEl4AaABAg,UCbClSOItOom1IT8ZLKnZYEA,2009-11-08T16:48:59+00:00,0,etVaXX9AX_4,"{""text"":""looks kinda like chucks""}"
UgzCH2zY3aDK7MUOw2N4AaABAg,UCbClSOItOom1IT8ZLKnZYEA,2009-11-07T23:45:06+00:00,0,Nw7PfWmIgoc,"{""text"":""arent you lookin for londons btw? not paris's""}"
Ugz3WM_w23w1TBOZJn14AaABAg,UCbClSOItOom1IT8ZLKnZYEA,2009-11-07T01:38:14+00:00,0,Nw7PfWmIgoc,"{""text"":""Fran. I love how you said golden swoosh 2:55""}"
UgyxpowxunaMLC6esqJ4AaABAg,UCbClSOItOom1IT8ZLKnZYEA,2009-09-23T04:11:41+00:00,0,HHSHvt7MPTw,"{""text"":""Damn, that was for the eastside""}"
UgwwQTZnMHkFbjIT5E14AaABAg,UCbClSOItOom1IT8ZLKnZYEA,2009-08-19T04:02:18+00:00,0,qq7ktWYOzK4,"{""text"":""whats the song? anyone know? please tell me (: THANKS""}"
UgwJsaEYe1KL1FPFgtx4AaABAg,UCbClSOItOom1IT8ZLKnZYEA,2009-08-04T02:52:05+00:00,0,LIE6Nzo-hDE,"{""text"":""ø¤º°¨ ø¤º „¸¨°º¤ø„¸„„¨°º¤ø„\n¨°º¤ø„ ¸L0V3 TR4Nc3¨°º¤ø„¸\n¸„ø¤º°¨¸¸„ø¤º°¨°º¤ø„¸¨°„¸¸„ø¤º From EastSideSanJo""}"





