Comment ID,Channel ID,Comment Create Timestamp,Price,Parent Comment ID,Video ID,Comment Text,Top-Level Comment ID
UghE5ha6EjvOIHgCoAEC,UCbClSOItOom1IT8ZLKnZYEA,2014-12-06T00:22:46.774+00:00,0,,ET7677LQFOY,"{""text"":""#teamunder301"",""hashtag"":{""hashtagId"":""teamunder301""}}",
UgjKeUC6i_9wqXgCoAEC.7-H0Z7-QfPh7-mP5vLKLfu,UCbClSOItOom1IT8ZLKnZYEA,2014-12-04T16:52:12.09128+00:00,0,UgjKeUC6i_9wqXgCoAEC,tchY2FswH7A,"{""text"":""Each has it's pros and cons. Pros for maxing q are burst and waveclear. It does a lot of damage and you can snipe through minions to apply additional ren stacks to enemy. On the other hand E isn't a skillshot, but you still have to hit them to apply ren without getting fucked""}",UgjKeUC6i_9wqXgCoAEC
UggknekyOLMIDHgCoAEC,UCbClSOItOom1IT8ZLKnZYEA,2014-12-03T19:34:07.338+00:00,0,, -VgxU81e2sc,"{""text"":""The baloney in the banh mi is called cha lua which is also known as pork loaf! Very delicious ""}",
Ugg8PI-8ikzoYXgCoAEC,UCbClSOItOom1IT8ZLKnZYEA,2014-11-11T21:54:18.93+00:00,0,,XBBFg3LBBhE,"{""text"":""ZEZIMA""}",
UgiQDkCLgY2xc3gCoAEC.7-H0Z7-FvHS7-MxANZ2mx1,UCbClSOItOom1IT8ZLKnZYEA,2014-09-30T06:24:22.26455+00:00,0,UgiQDkCLgY2xc3gCoAEC,IJrWdnWxZX4,"{""text"":""*****""},{""text"":"" Why would you disagree with the statement I made about the homguards? I said people noticed this before and nobody cared. It isn't something that is uncommon. ""}",UgiQDkCLgY2xc3gCoAEC
UgiQDkCLgY2xc3gCoAEC.7-H0Z7-FvHS7-LX8meq0EP,UCbClSOItOom1IT8ZLKnZYEA,2014-09-29T17:08:59.01355+00:00,0,UgiQDkCLgY2xc3gCoAEC,IJrWdnWxZX4,"{""text"":""already said fix it but no rematch. give it up ""}",UgiQDkCLgY2xc3gCoAEC
UgiQDkCLgY2xc3gCoAEC.7-H0Z7-FvHS7-KOk5pFkGM,UCbClSOItOom1IT8ZLKnZYEA,2014-09-29T06:36:19.86655+00:00,0,UgiQDkCLgY2xc3gCoAEC,IJrWdnWxZX4,"{""text"":""fix it but re-matching the game is a no go.""}",UgiQDkCLgY2xc3gCoAEC
UgiQDkCLgY2xc3gCoAEC.7-H0Z7-FvHS7-JBVAxIYyE,UCbClSOItOom1IT8ZLKnZYEA,2014-09-28T19:21:19.27455+00:00,0,UgiQDkCLgY2xc3gCoAEC,IJrWdnWxZX4,"{""text"":""*****""},{""text"":"" Well if that's the case, you might as well not be able to port back when you get hit at the last second then.""}",UgiQDkCLgY2xc3gCoAEC
UgiQDkCLgY2xc3gCoAEC.7-H0Z7-FvHS7-J0Z8dkdkP,UCbClSOItOom1IT8ZLKnZYEA,2014-09-28T17:45:44.57955+00:00,0,UgiQDkCLgY2xc3gCoAEC,IJrWdnWxZX4,"{""text"":""What is the point of complaining about this bug now. No point in calling for a rematch. It is just a poor excuse for a loss. Everyone knows this happened by chance and it can't be called bug abuse. Even in football, referees make game changing BS calls... and guess what. no rematch""}",UgiQDkCLgY2xc3gCoAEC
UgiQDkCLgY2xc3gCoAEC.7-H0Z7-FvHS7-HtPf70L9P,UCbClSOItOom1IT8ZLKnZYEA,2014-09-28T07:15:18.20855+00:00,0,UgiQDkCLgY2xc3gCoAEC.7-H0Z7-FvHS7-H5p92E_BP,IJrWdnWxZX4,"{""text"":""aarjul100""},{""text"":"" Let me re-word it. The bug has always been there. No one cared until now.""}",UgiQDkCLgY2xc3gCoAEC
UgiQDkCLgY2xc3gCoAEC,UCbClSOItOom1IT8ZLKnZYEA,2014-09-27T23:07:15+00:00,0,,IJrWdnWxZX4,"{""text"":""It has always been like this before worlds. The recall always had the small window of opportunity, which I like to call the \""grade period,\"" where you could get hit, recall, and still homeguard. Why didn't anyone address this before worlds? OMG deserved the win. No need to re-do""}",
UgimMDMK_6m4JXgCoAEC,UCbClSOItOom1IT8ZLKnZYEA,2014-08-29T05:56:46+00:00,0,,xwLRGRv5hTE,"{""text"":""what did you say in the beginning? whats burping?""}",
Ugi-mCJRQRL6bXgCoAEC.7-H0Z7-Pezv735IKhNMIV-,UCbClSOItOom1IT8ZLKnZYEA,2014-07-09T20:37:59.08955+00:00,0,Ugi-mCJRQRL6bXgCoAEC,oz1osthDbVU,"{""text"":""Lala16ss""},{""text"":"" we'll keep it as it then :-)""}",Ugi-mCJRQRL6bXgCoAEC
Ugi-mCJRQRL6bXgCoAEC.7-H0Z7-Pezv734z7YHF5Hk,UCbClSOItOom1IT8ZLKnZYEA,2014-07-09T17:41:25.54155+00:00,0,Ugi-mCJRQRL6bXgCoAEC,oz1osthDbVU,"{""text"":""G.V. Catullus""},{""text"":"" can't you tell he's trolling all of you by the way he's typing? LOL. WELCOME TO INTERNET ""}",Ugi-mCJRQRL6bXgCoAEC
UgjBAIHYHXwD6XgCoAEC.7-H0Z7-S_3m73Lg5vUVpFe,UCbClSOItOom1IT8ZLKnZYEA,2014-04-03T17:00:08.78555+00:00,0,UgjBAIHYHXwD6XgCoAEC,Lbl_KRx-vms,"{""text"":""busa89""},{""text"":"" You're a god""}",UgjBAIHYHXwD6XgCoAEC
Ugjt09zalF_G23gCoAEC,UCbClSOItOom1IT8ZLKnZYEA,2014-01-18T02:54:04+00:00,0,,sOKYILJv2Xw,"{""text"":""Harry potter lookin ass nigga""}",
Ugg2p8U8NmQWzHgCoAEC,UCbClSOItOom1IT8ZLKnZYEA,2014-01-17T22:28:25+00:00,0,,iCNz4t0qBPE,"{""text"":""Where'd you get these""}",
UggnLAcea1we2XgCoAEC,UCbClSOItOom1IT8ZLKnZYEA,2014-01-17T01:07:19+00:00,0,,QbAxq2Gjwfs,"{""text"":""CHIRAQ""}",
UghXA5xGWzZdlHgCoAEC.7-H0Z7-3W1v7-HgOFn4g-l,UCbClSOItOom1IT8ZLKnZYEA,2014-01-10T04:16:21.56255+00:00,0,UghXA5xGWzZdlHgCoAEC.7-H0Z7-3W1v7-HOdg9-ujz,DQoDXP65I5s,"{""text"":""TeamPopThaBackrow""},{""text"":"" Ok I know he can activate his effect, but this is how I think its suppose to work. Abyssturge is chain link 1 discarding to add to hand.""},{""text"":""\n""},{""text"":""\n""},{""text"":""What he did was discard the the marksman to bring marksman in hand. (All in same chain link) After that chain link resolves, marksman is suppose to be activated. Because marksman wasnt in the graveyard for effect to resolve in the new chain link, marksman wasn't able to activate. right?""}",UghXA5xGWzZdlHgCoAEC
UghXA5xGWzZdlHgCoAEC,UCbClSOItOom1IT8ZLKnZYEA,2014-01-09T22:02:06+00:00,0,,DQoDXP65I5s,"{""text"":""How did he dump marksman and add it back to hand to still pop a backrow?""}",
Ugg6Aaf4LJRuIXgCoAEC,UCbClSOItOom1IT8ZLKnZYEA,2013-12-23T17:03:18+00:00,0,,fWNeR-JaM08,"{""text"":""Lol hey I was the Darius!!!!""}",
UggNRzCexcSQ4HgCoAEC,UCbClSOItOom1IT8ZLKnZYEA,2013-11-14T06:32:52+00:00,0,,OpjmoZdkrc0,"{""text"":""Billy is cool don't get me wrong, but this guy looks like he's on drugs right now. Probably on that adder all""}",
UgzXvhhJRyb-3FYOjMN4AaABAg,UCbClSOItOom1IT8ZLKnZYEA,2013-11-01T04:37:30+00:00,0,,oyUluO-1vwY,"{""text"":""LOL""}",
Ugw6pQPCLW71J_np5fR4AaABAg,UCbClSOItOom1IT8ZLKnZYEA,2013-10-29T05:43:04+00:00,0,,g52rYuSAbwc,"{""text"":""Paris Dunks $210""}",
UgxObhJtUT2JmpiYGFJ4AaABAg,UCbClSOItOom1IT8ZLKnZYEA,2013-09-24T05:15:24+00:00,0,,mVihJi9IEmM,"{""text"":""You are so pretty.""}",
UgxL09UNZEGUoM7QCU14AaABAg,UCbClSOItOom1IT8ZLKnZYEA,2013-09-16T21:44:23+00:00,0,,6KTASbwnddE,"{""text"":""look like soulja boy""}",
UgxmzP2vdmualUS7JTx4AaABAg,UCbClSOItOom1IT8ZLKnZYEA,2013-09-16T21:35:30+00:00,0,,LxsJifVGpOM,"{""text"":""HAHAHA ""}",
UgzNyoCjZkHf6Q6ENiJ4AaABAg,UCbClSOItOom1IT8ZLKnZYEA,2013-09-15T00:08:51+00:00,0,,Nq3EHyjvHB0,"{""text"":""beat go hard, i fucks wit you all the way from rasta town jamaica""}",
UgyzdW0D-G7Vq_cbjWN4AaABAg,UCbClSOItOom1IT8ZLKnZYEA,2013-06-07T16:37:47+00:00,0,,f5R7GJLNMAw,"{""text"":""lol its the kids fault for getting lured. :)""}",
UgwSt2Dyc01UwTp456l4AaABAg,UCbClSOItOom1IT8ZLKnZYEA,2013-05-17T05:51:10+00:00,0,,ZarkUnZj8ZA,"{""text"":""12hunna on the beat at :08 secs""}",
Ugx24YnzGJ0W1boKMwR4AaABAg,UCbClSOItOom1IT8ZLKnZYEA,2013-05-12T16:35:06+00:00,0,,GIYwtU_B9oI,"{""text"":""Still gimme head, emoji""}",
Ugyx_dpmuOY2Js0B4OJ4AaABAg,UCbClSOItOom1IT8ZLKnZYEA,2013-05-12T04:36:18+00:00,0,,litXW91UauE,"{""text"":""Wow, this is a really great commercial. Good job dove.""}",
UgyYGpbugtSSGzNb9g94AaABAg,UCbClSOItOom1IT8ZLKnZYEA,2013-04-07T17:16:45+00:00,0,,ZA7IO4K-1WA,"{""text"":""same track""}",
UgyZhgZOd2-6xjWOMmR4AaABAg,UCbClSOItOom1IT8ZLKnZYEA,2013-03-17T04:37:10+00:00,0,,RoKs7F0xViA,"{""text"":""hes fucking someonei n the background""}",
UgyLIftQmsTLBAGCorB4AaABAg,UCbClSOItOom1IT8ZLKnZYEA,2013-01-30T22:16:28+00:00,0,,Pte9AjYhPrE,"{""text"":""Don't forget Young Chop...""}",
UgwqQEQACtJJVVTcbxR4AaABAg,UCbClSOItOom1IT8ZLKnZYEA,2012-12-26T20:12:42+00:00,0,,9u8dHiNhu9w,"{""text"":""good shit ""}",
UgztsKDn9zhwvuRI4f54AaABAg,UCbClSOItOom1IT8ZLKnZYEA,2012-12-12T23:22:12+00:00,0,,HHkLruY8SU4,"{""text"":""YOU CAN'T MILK THOSE""}",
Ugx5xwe2g2nlspCdaUF4AaABAg,UCbClSOItOom1IT8ZLKnZYEA,2012-11-30T08:53:11+00:00,0,,5fnwSgtvEoo,"{""text"":""why cant i download the other songs );""}",
UgywW-pRVkG7nvKFq3p4AaABAg,UCbClSOItOom1IT8ZLKnZYEA,2012-10-09T07:59:58+00:00,0,,xyCbcnVRbSw,"{""text"":""bosss""}",
Ugz6RPIrplFOSKIR35x4AaABAg,UCbClSOItOom1IT8ZLKnZYEA,2012-09-16T17:01:32+00:00,0,,qLo-Lw6idVU,"{""text"":""#BANGBANG""}",
Ugwtia9cG5rxHgT7hg94AaABAg,UCbClSOItOom1IT8ZLKnZYEA,2012-08-23T03:15:24+00:00,0,,6k79jBOsa18,"{""text"":""you're still my favorite""}",
UgzPW3GMiYlkd35obqp4AaABAg,UCbClSOItOom1IT8ZLKnZYEA,2012-08-04T17:05:45+00:00,0,,gjADebJ0jzI,"{""text"":""ricardo you a monster now ^_^""}",
UgxIxMj79nqoEYI1Vlt4AaABAg,UCbClSOItOom1IT8ZLKnZYEA,2012-06-28T17:05:44+00:00,0,,iKvl5NRGVlc,"{""text"":""#1""}",
Ugy0Lzqx-TdBQB0eRfx4AaABAg,UCbClSOItOom1IT8ZLKnZYEA,2012-05-31T18:09:28+00:00,0,, -SmZYn81h6E,"{""text"":""just one?""}",
Ugz9LTgUZazQqbYlZtx4AaABAg,UCbClSOItOom1IT8ZLKnZYEA,2012-03-29T03:19:17+00:00,0,,HMoLhdEXt8w,"{""text"":""look where he is now ahahaha ""}",
Ugw-eaSc-Qyg7dG-xhJ4AaABAg,UCbClSOItOom1IT8ZLKnZYEA,2012-02-14T14:51:36+00:00,0,,djpkglADn54,"{""text"":""them birdies""}",
UgytIqUj0-FMyFl7ps14AaABAg,UCbClSOItOom1IT8ZLKnZYEA,2012-02-07T18:04:59+00:00,0,,wPrs9Mg3GBk,"{""text"":""song id?!!!""}",
Ugz_Rhu52xjmKKxWTRB4AaABAg,UCbClSOItOom1IT8ZLKnZYEA,2012-01-23T05:16:06+00:00,0,,zR8tvSqbcYw,"{""text"":""Welcome back boo\u003c3""}",
UgxUYU-pP1RaY3Kgtxp4AaABAg,UCbClSOItOom1IT8ZLKnZYEA,2012-01-12T06:34:03+00:00,0,,Bfv1N_LAkLw,"{""text"":""LALALALALA""}",
UgzFIjy7xBRj6MUCUrZ4AaABAg,UCbClSOItOom1IT8ZLKnZYEA,2012-01-04T02:31:37+00:00,0,,Lg9ku-BGdkk,"{""text"":""it fuckin happened, you're a partner now...""}",
UgxUt09aZdUUkFCYb_J4AaABAg,UCbClSOItOom1IT8ZLKnZYEA,2011-12-31T05:42:47+00:00,0,,I43gFsEuB4U,"{""text"":""nice dueling you on DN just right now! hahaha""}",
UgwZxq6u_nVKFzhMBPB4AaABAg,UCbClSOItOom1IT8ZLKnZYEA,2011-12-31T01:53:01+00:00,0,,ZL43FAIGhXg,"{""text"":""@maijunior4 j. reyez..? -__- WHAT.""}",
UgxSIKIeC_2WDSxuGvp4AaABAg,UCbClSOItOom1IT8ZLKnZYEA,2011-12-31T00:56:00+00:00,0,,A4iSJKzZSNU,"{""text"":""i still got bolshock dragon!!!""}",
UgxBC2F3tio5TB3yELp4AaABAg,UCbClSOItOom1IT8ZLKnZYEA,2011-12-28T20:05:24+00:00,0,,Xqy4eXZ1x9Y,"{""text"":""@LiLRiCRoMmUsic BWwP and PinkWhites""}",
UgwKe-qSVEj92RYd6Qx4AaABAg,UCbClSOItOom1IT8ZLKnZYEA,2011-12-28T19:45:07+00:00,0,,vkrAM22lPU8,"{""text"":""You're a fucking god.""}",
Ugw_0eXWTPS06L3hw-l4AaABAg,UCbClSOItOom1IT8ZLKnZYEA,2011-12-28T07:28:16+00:00,0,,vMDGzI4Dyko,"{""text"":""You're a fucking GOD.""}",
UgwsHsS3zBb3T5YHUIx4AaABAg,UCbClSOItOom1IT8ZLKnZYEA,2011-12-26T03:44:26+00:00,0,,UbA7bItZ3Pc,"{""text"":""enter me!!!!""}",
UgwPIccR0JSxgpEoLhl4AaABAg,UCbClSOItOom1IT8ZLKnZYEA,2011-12-24T07:37:16+00:00,0,,dxtbmWsq9KM,"{""text"":""@icup728 but if you think about it. half lp for control over the entire game. its good due to trap stun, and if you dont have stun and they have veiler you always have your chariot! but yeah i can see where half LP can be bad just because of veiler ahaha. ""}",
Ugy-HEdTML1G3hNI50x4AaABAg,UCbClSOItOom1IT8ZLKnZYEA,2011-12-24T05:45:10+00:00,0,,dxtbmWsq9KM,"{""text"":""@MisterKevinQuach and win""}",
UgwuHEIND8MLpX8osNN4AaABAg,UCbClSOItOom1IT8ZLKnZYEA,2011-12-24T05:44:45+00:00,0,,dxtbmWsq9KM,"{""text"":""@icup728 its actually underrated where i'm from. aha. no hard feelings though. It's just from my perspective you know? I mean if you think about it test tiger is a -1 for yourself and at BEST a one for one. The meta has been slowly going towards rabbit/plants. Not saying that the tiger variant is BAD, I feel that the hero lives version is better. its like tiger glads 2.0, because of the fact that you are able to top deck a hero lives and do your tiger combo. ""}",
UgxR7IZ-x7BB5dfV8qV4AaABAg,UCbClSOItOom1IT8ZLKnZYEA,2011-12-18T20:38:41+00:00,0,,IjhB7FM6eUI,"{""text"":""i think he meant pot of duality.. ahaha""}",
UgxEZap5zZmEgiBnQOl4AaABAg,UCbClSOItOom1IT8ZLKnZYEA,2011-12-07T22:27:16+00:00,0,, -uR7lad6rV8,"{""text"":""yo the chicken nugget got beheaded at the end.""}",
UgxduMYWZ5Dmq7BA7S94AaABAg,UCbClSOItOom1IT8ZLKnZYEA,2011-11-21T02:05:53+00:00,0,,6q_p29oJD7g,"{""text"":""@UndeadKittens haha dude you're right on the level 7, but he brought out sangan with tour guide, so he can't sync wit sangan, but can still sync wit tour guide ;D""}",
UgxGIzbXp_YHH_AL3rF4AaABAg,UCbClSOItOom1IT8ZLKnZYEA,2011-11-12T16:52:50+00:00,0,,wapEfVJ9iNE,"{""text"":""@PapaBearRaver420 its the camera settings probably haha""}",
UgzzgjuIH9cxVufU0JJ4AaABAg,UCbClSOItOom1IT8ZLKnZYEA,2011-11-05T04:44:00+00:00,0,,hqLy-hqFaXI,"{""text"":""her voice is sexy ass hell.""}",
UgzJKUuJsFD5Djm7g3d4AaABAg,UCbClSOItOom1IT8ZLKnZYEA,2011-10-27T05:33:04+00:00,0,,dxtbmWsq9KM,"{""text"":""To be honest the test tiger gladiator deck is bad without a hero lives. If you wanna play tigers I suggest you take out proving grounds and respite for a hero lives. Also if you want to play thunder kings, you should play a more control build rather than a less aggressive build which is without tigers""}",
Ugz7fchpy4Twy76PLtN4AaABAg,UCbClSOItOom1IT8ZLKnZYEA,2011-10-27T01:43:36+00:00,0,,yALqe9-ylFU,"{""text"":""@TheTeamEmpire LOOL. i was joking man. been watching your stuff for a while. its not like you don't deserve the top 4 cause you earned it. ""}",
UgypwF-6LWGwGuUh0KR4AaABAg,UCbClSOItOom1IT8ZLKnZYEA,2011-10-27T00:59:33+00:00,0,,yALqe9-ylFU,"{""text"":""billy brake format""}",
UgwQxLCEcQ8xkj1-4Fp4AaABAg,UCbClSOItOom1IT8ZLKnZYEA,2011-10-25T00:11:23+00:00,0,,kOnfakrCM9U,"{""text"":""i did hella random things e.e""}",
UgwNSuLfKbe_qQtY_894AaABAg,UCbClSOItOom1IT8ZLKnZYEA,2011-10-18T23:19:57+00:00,0,,eph3EZ3GPsc,"{""text"":""Slot 7 - Mandolin""}",
Ugxfi7iDz7e1ZFlkKFt4AaABAg,UCbClSOItOom1IT8ZLKnZYEA,2011-10-17T03:52:52+00:00,0,,PtBmIPTLGi0,"{""text"":""thats whatsup.\n""}",
Ugy0yfmBi8CrD2hk1v14AaABAg,UCbClSOItOom1IT8ZLKnZYEA,2011-10-14T22:21:15+00:00,0,,xtDBZheYttc,"{""text"":""das wsup""}",
UgzoppgACN2wgnkkeo94AaABAg,UCbClSOItOom1IT8ZLKnZYEA,2011-10-11T13:47:59+00:00,0,, -x7hrGq-HRQ,"{""text"":""dope! whats your set up? :O""}",
UgxMpK5Xqz8aoHNIjKN4AaABAg,UCbClSOItOom1IT8ZLKnZYEA,2011-09-25T18:40:54+00:00,0,,y6f76Bww7SQ,"{""text"":""holy crap, I must be trippin but like... I think the lightshow at the end changed from last time...""}",
Ugx33PWh39vKrDGvt-J4AaABAg,UCbClSOItOom1IT8ZLKnZYEA,2011-09-10T15:22:55+00:00,0,,AnoW6GsGxIM,"{""text"":""Pat stay demonic in this one and he should've won.""}",
Ugz8FJhoKknQKLnrGjx4AaABAg,UCbClSOItOom1IT8ZLKnZYEA,2011-09-10T15:20:47+00:00,0,,AnoW6GsGxIM,"{""text"":""Pat stay demonic in this one and he should've won.""}",
UgwAv-6vmqu2u87TG954AaABAg,UCbClSOItOom1IT8ZLKnZYEA,2011-08-22T01:41:22+00:00,0,,_or9-OCTFxA,"{""text"":""kickin lupe in the back!""}",
UgyBeNzi-fIZ2aoYQ1F4AaABAg,UCbClSOItOom1IT8ZLKnZYEA,2011-08-12T05:13:32+00:00,0,,lgh-dFxusL0,"{""text"":""ive been subbed forever! hope i get a chance to win this time :d .""}",
Ugx8lbUetgFfAXxUz_F4AaABAg,UCbClSOItOom1IT8ZLKnZYEA,2011-08-10T22:45:15+00:00,0,,KB9OCotFSOI,"{""text"":""no GOLDEN SWOOSH though""}",
UgzkqHRbDAg9zbLwcrN4AaABAg,UCbClSOItOom1IT8ZLKnZYEA,2011-08-10T22:44:53+00:00,0,,KB9OCotFSOI,"{""text"":""sick pickups playa""}",
UgzH3D5zhRYCom1dKwR4AaABAg,UCbClSOItOom1IT8ZLKnZYEA,2011-08-09T15:20:59+00:00,0,,CuCMFA7p3UI,"{""text"":""drunk shaolin master aznpersuasion2008""}",
UgzvZ89eM_qLeo_KXDh4AaABAg,UCbClSOItOom1IT8ZLKnZYEA,2011-08-09T15:16:54+00:00,0,,CuCMFA7p3UI,"{""text"":""@FeltAndFrets super tengu is not bad! :D""}",
UgxAXYcD_G1b2dmUQ-94AaABAg,UCbClSOItOom1IT8ZLKnZYEA,2011-08-09T01:02:46+00:00,0,,gAu1fG_jDVQ,"{""text"":""HAPPY HERALD!!!!!!!!!!! :D""}",
UgyOgR2yKE34vngySd54AaABAg,UCbClSOItOom1IT8ZLKnZYEA,2011-07-31T22:18:21+00:00,0,,ogEfuCGgcLI,"{""text"":""@TheJavonWalker thats what she said.""}",
UgxusI29mVK3bpQdoz14AaABAg,UCbClSOItOom1IT8ZLKnZYEA,2011-07-28T19:13:02+00:00,0,,QK9LQy6pHUs,"{""text"":""@kidBoogie1 Can't stop the Illuminati!!!!""}",
UgzS8X17Bb3dToxD8st4AaABAg,UCbClSOItOom1IT8ZLKnZYEA,2011-06-17T01:09:30+00:00,0,,PdUCSCIsZhg,"{""text"":""they not ugly, quit hating""}",
Ugxj_Z9L921f902iW_h4AaABAg,UCbClSOItOom1IT8ZLKnZYEA,2011-06-16T02:07:57+00:00,0,,t4oiC5dK294,"{""text"":""dope as always. whats the instrumental ya'll spittin to?""}",
Ugy72_4eOM9v3gwNh1x4AaABAg,UCbClSOItOom1IT8ZLKnZYEA,2011-06-11T16:00:11+00:00,0,,CcbwU6YghuY,"{""text"":""pause at 3:02""}",
UgwGslrt1thS-dTTwVt4AaABAg,UCbClSOItOom1IT8ZLKnZYEA,2011-06-03T02:15:57+00:00,0,,fzx6FeTNcq8,"{""text"":""DUDE WTF I REMEMBER WHEN YOU WERE A LITTLE MUNCHKIN, NOW LOOK AT YOU.""}",
UgxCkNKKcwEPUpFhbjh4AaABAg,UCbClSOItOom1IT8ZLKnZYEA,2011-06-03T00:08:41+00:00,0,,frv3CJwEJ1s,"{""text"":""they keychain is sick as well""}",
UgzgCUBz9qTv7Sp_VCF4AaABAg,UCbClSOItOom1IT8ZLKnZYEA,2011-06-03T00:08:21+00:00,0,,frv3CJwEJ1s,"{""text"":""whats the song name sick af bro.""}",
Ugy4iT8ICsX3bVzCxdR4AaABAg,UCbClSOItOom1IT8ZLKnZYEA,2011-06-02T20:32:56+00:00,0,,SKp5dYRMwdk,"{""text"":""@RevenantSTD yeah exceed is so much simpler... yeah I meant when you exceed monsters effect and send the cards under it to the graveyard. idk maybe not ""}",
UgyqQTG9nVg_jKQpAv14AaABAg,UCbClSOItOom1IT8ZLKnZYEA,2011-06-02T18:39:03+00:00,0,,SKp5dYRMwdk,"{""text"":""tour guide for sangan, xyz summon, use xyz monsters effect. get the search off sangan?""}",
Ugzr1tjbI5WAk1gHitJ4AaABAg,UCbClSOItOom1IT8ZLKnZYEA,2011-06-01T17:37:59+00:00,0,,1jopfjfH8Y0,"{""text"":""Test Tiger is garbage ever since rescue cat was banned""}",
UgxuebJjDDdyqRIV7zB4AaABAg,UCbClSOItOom1IT8ZLKnZYEA,2011-06-01T02:21:22+00:00,0,,TYqtVgCgw9Y,"{""text"":""mind control = mind crush?\n""}",
Ugw3e7usfqPqQZtjBIh4AaABAg,UCbClSOItOom1IT8ZLKnZYEA,2011-05-31T17:44:10+00:00,0,,dSh5fdTpVVQ,"{""text"":""sick as usual song I.D?""}",
UgyT5-cwxKhpiM0BIkp4AaABAg,UCbClSOItOom1IT8ZLKnZYEA,2011-05-27T15:06:40+00:00,0,,DjeOXsCDUxY,"{""text"":""Why couldn't the bike cross the finish line? \n\nCause it was TWO TIRED""}",
UgwmB910FNo86Rq9EAp4AaABAg,UCbClSOItOom1IT8ZLKnZYEA,2011-05-26T16:44:08+00:00,0,,mEikFn4P9go,"{""text"":""good shit ricky, song's sick af""}",
UgwUjuyAbHFJsGDdbqh4AaABAg,UCbClSOItOom1IT8ZLKnZYEA,2011-05-25T01:15:35+00:00,0,,wYtMz9hjq44,"{""text"":""some of $tupid young's bars were similar to andy her's... like the pokemon reference, facebook/ face look, is this a coincidence? just sayin""}",
UgyO2Is5gIBh9INSpgd4AaABAg,UCbClSOItOom1IT8ZLKnZYEA,2011-05-16T23:43:31+00:00,0,,gQS818wLI-U,"{""text"":""every single battle from rain rhyme i watch, someone disses colossus. LOL""}",
Ugx38AkKgiGZA82CVoV4AaABAg,UCbClSOItOom1IT8ZLKnZYEA,2011-05-15T19:29:21+00:00,0,,5tKiMYbvlnY,"{""text"":""do u know how to wash dishes\n\n\n\n\n\n""}",
UgzW6k1aYrHy7G297Cp4AaABAg,UCbClSOItOom1IT8ZLKnZYEA,2011-05-15T19:29:14+00:00,0,,5tKiMYbvlnY,"{""text"":""do u know how to wash dishes\n\n""}",
UgzHaQnhdRXvANrJLc94AaABAg,UCbClSOItOom1IT8ZLKnZYEA,2011-05-12T01:57:39+00:00,0,,wYtMz9hjq44,"{""text"":""fatty boys intro music was sick""}",
Ugy_Dy-0u4FIJgknFO54AaABAg,UCbClSOItOom1IT8ZLKnZYEA,2011-05-01T23:16:34+00:00,0,,MKdpl6rDTQE,"{""text"":""dude on the left is blown.""}",
UgwfWiyNnbWaD59hP3V4AaABAg,UCbClSOItOom1IT8ZLKnZYEA,2011-04-30T00:36:33+00:00,0,,ILGbvcgeedI,"{""text"":""@TeamPrestige408 lol i was gnna say take out spirit reaper too haha, good segment though!!!! TACCI GANG""}",
UgwE27F3uBIzMbkbX0V4AaABAg,UCbClSOItOom1IT8ZLKnZYEA,2011-04-30T00:03:01+00:00,0,,ILGbvcgeedI,"{""text"":""WHERES YATA GARASU""}",
UgybuojzHcmf57Fc4ip4AaABAg,UCbClSOItOom1IT8ZLKnZYEA,2011-04-29T17:40:28+00:00,0,,m9fgJv2TTyY,"{""text"":""wtf the guy on the right drew 7 cards!!! LOL""}",
UgwMkMT7CoIN6mHdLqh4AaABAg,UCbClSOItOom1IT8ZLKnZYEA,2011-04-28T23:30:26+00:00,0,,FuCA97C0RNM,"{""text"":""the only dw opening that doesn't use lu bu's theme... im a little sad...""}",
UgzKd5YHvI3z0-A7Yex4AaABAg,UCbClSOItOom1IT8ZLKnZYEA,2011-04-28T20:35:02+00:00,0,,xyEcvAEh4u8,"{""text"":""i bought a pack and i pulled a misprint limit reverse instead of common it was secret rare and had first edition but a silver foil on the side and instead of the landstar thing on it, it was silver and it was from legend of blue eyes so it wasnt even released yet.""}",
Ugz7yoL4lEswIwNPdsF4AaABAg,UCbClSOItOom1IT8ZLKnZYEA,2011-04-28T19:00:28+00:00,0,,LoEp6GLqWLI,"{""text"":""whats the song I.D. on 5:25 in the background? :O""}",
UgwDX6cYeAPa1lXjzsl4AaABAg,UCbClSOItOom1IT8ZLKnZYEA,2011-04-28T04:10:06+00:00,0,,RziOQzK6AHQ,"{""text"":""@Ehrenlightswornmonk but... he topped LOL""}",
UgwN6pWNrw7M4sGb9RB4AaABAg,UCbClSOItOom1IT8ZLKnZYEA,2011-04-27T21:57:45+00:00,0,,BrpPzF9_yK4,"{""text"":""why isnt your vid as long as larry;s\n""}",
Ugzd5qcEgyPFDbCZ0Xt4AaABAg,UCbClSOItOom1IT8ZLKnZYEA,2011-04-18T00:14:09+00:00,0,,DWQ-BJ1tAYY,"{""text"":""i want to enter!!!!""}",





